BATHROOMS,NUM_UNITS,ROOMS,BEDROOMS,REMODEL_YEAR,STORIES,PRICE,BUILDING_AREA,CONDITION,KITCHENS,FIREPLACES,LAND_AREA
2,1,7,3,1970,2,319000,1685,Average,1,1,1325
4,1,9,4,2006,2,1350000,2309,Good,1,3,2831
4,1,8,3,2003,2,1350000,2882,Good,1,2,4373
4,2,9,5,2005,2,1275000,2270,Good,2,1,5837
2,1,7,3,1962,2.5,265000,1652,Average,1,1,1202
4,2,14,8,2005,2,1300000,2950,Average,2,1,1309
2,1,6,2,2008,2,290000,1748,Good,1,1,1396
4,2,9,4,2005,2,1200000,1980,Good,2,2,1608
5,1,10,3,1977,2,1000000,3232,Average,1,2,3313
4,1,9,3,2010,2,450000,2410,Average,1,1,4000
4,2,6,4,2013,2,575000,2172,Good,2,3,7120
3,1,7,3,1990,2,427500,2985,Good,1,5,19763
2,1,6,3,2003,2,690000,1872,Good,1,1,1024
2,1,6,2,1964,2,759850,1872,Good,1,1,3158
3,1,9,3,1977,2,380000,2162,Good,1,2,2000
3,1,5,3,1967,2,419000,1648,Average,1,0,1212
3,2,8,3,1987,2,849000,2086,Good,2,1,1663
2,1,6,3,2005,2,925000,1546,Good,1,1,1911
2,1,5,3,2003,1.75,875000,1610,Good,1,1,912
4,1,10,3,2010,2,945000,1720,Good,1,0,7500
4,2,12,4,2009,3,860000,1768,Good,2,2,1999
2,1,5,2,2012,2,938000,1912,Good,1,2,2493
2,1,8,4,2012,2,425120,1929,Good,1,0,1913
3,1,8,3,2000,2,875000,1646,Good,1,0,2106
2,1,7,3,2015,1,770000,1658,Good,1,1,1612
3,1,4,3,2007,2,800000,1548,Very Good,1,2,1798
3,1,5,2,2008,1,850000,1536,Good,1,1,1540
4,1,6,4,2017,2,1375000,1670,Very Good,1,1,7250
3,1,6,3,2013,2.25,857500,1606,Good,1,0,2551
2,1,6,2,2012,2,279000,1348,Average,1,0,884
2,1,5,2,2012,2,615000,1405,Average,1,1,960
3,1,6,3,1973,2,580000,1536,Average,1,1,5245
3,1,7,3,2001,2,1252898,2023,Good,1,1,1620
2,1,6,3,1985,4,185000,1056,Average,1,1,2000
2,1,5,2,2012,2,627000,1056,Very Good,1,1,9213
2,1,8,4,1977,2,610000,2015,Average,1,1,3800
2,1,5,2,2014,2,710000,1465,Good,1,0,2586
3,2,6,2,2005,2,620000,1090,Good,2,1,3051
3,1,6,2,2003,2,800000,1130,Good,1,0,527
3,2,7,2,2004,2,985000,1360,Good,2,2,1567
4,1,9,4,2007,2,1265000,1910,Good,1,2,960
2,1,5,2,1971,2,565000,1228,Average,1,1,2642
2,1,5,2,1964,2,191000,756,Average,1,1,6466
2,1,8,5,1977,2,517360,1152,Average,1,1,2150
2,1,6,3,2011,2,600000,1424,Good,1,0,1584
2,2,8,3,2000,2,782500,1424,Good,2,0,1760
4,2,7,4,2007,2,650000,2128,Good,2,1,1756
4,2,8,3,2008,2,711750,1890,Good,2,2,825
4,2,8,3,2014,1,985000,1672,Good,1,1,1600
4,2,11,3,2006,2,624000,1780,Good,2,0,1760
2,1,6,4,2011,2,950000,1452,Good,1,1,6020
3,2,8,4,2004,2.25,740000,1566,Good,2,0,1540
4,2,7,4,2003,2,840000,2044,Good,2,1,3563
3,1,9,4,2007,1.5,1300000,1900,Very Good,2,1,5846
3,1,6,3,2004,2,895000,1880,Good,1,0,9094
4,2,10,4,2013,2,450000,1832,Very Good,2,0,1613
2,1,6,3,2010,2,799500,1316,Good,1,1,716
3,1,10,3,2012,2,657000,1488,Good,1,1,7985
4,2,10,5,2006,2,750000,1561,Good,2,0,2388
4,2,6,5,2007,2,1250000,2168,Very Good,2,1,5045
4,2,10,4,2009,2,675000,1410,Good,2,0,1456
2,1,6,3,2006,2,810000,1568,Good,1,1,1237
2,1,4,1,1974,2,590000,776,Average,1,1,1800
2,1,5,2,1971,2,430000,780,Average,1,0,4128
6,2,10,4,2007,2,1175000,2224,Good,2,0,1057
4,4,18,6,1979,2,565000,3320,Good,4,0,2583
4,3,10,4,2013,2.5,895000,2640,Good,3,1,4985
4,2,9,5,2011,2,1180000,2176,Good,2,1,2160
2,1,6,3,2012,2,867500,1592,Good,1,1,7800
5,1,9,5,2009,2,1200000,2748,Very Good,1,2,583
4,2,10,5,2011,2,1400000,2248,Good,2,3,1750
4,2,11,4,2016,2,1300000,2248,Good,2,2,1346
2,1,5,3,1990,2,685000,2144,Good,1,4,1055
3,1,8,4,2005,2,1265000,1779,Good,1,1,3560
3,1,10,3,2009,2,1195000,1936,Good,1,2,900
4,4,10,4,2010,2,1169250,2152,Good,4,0,2610
3,2,5,2,2014,2,925000,1198,Very Good,1,0,3619
2,2,6,2,1973,2,409500,1864,Average,2,2,6814
4,2,8,3,1982,2,279000,1518,Average,2,0,1600
1,1,6,3,2001,3,85000,1004,Average,1,0,1413
3,1,8,3,2007,2,739000,1408,Very Good,1,1,2429
3,1,6,3,1984,2,225000,2103,Good,1,0,2456
2,1,5,2,2005,2,385000,1610,Good,1,2,635
3,1,6,3,2010,2,911000,1454,Very Good,1,1,1416
2,1,5,2,2000,2.5,692000,988,Good,1,1,1050
4,2,9,3,2003,2,810000,1712,Good,2,3,1700
4,2,6,5,2009,2,950000,1728,Good,2,1,5750
2,1,6,2,1975,2,115500,978,Average,1,0,9707
2,1,6,2,2013,2.5,545000,864,Good,1,0,1440
3,1,8,3,2005,2,330000,1378,Good,1,0,3750
2,1,5,2,2010,2,505000,848,Good,1,0,2000
2,1,5,2,2009,2,625000,866,Good,1,1,1392
2,1,6,2,2009,2,502500,852,Good,1,2,6750
2,1,4,2,2011,2.5,345000,762,Good,1,0,1460
3,1,6,2,2002,1,595000,1344,Good,1,1,2054
4,2,9,4,2014,2,765000,1400,Good,2,0,5007
3,1,9,3,2011,2,735000,1870,Good,1,4,5853
5,2,13,7,2014,2,580000,2658,Very Good,2,0,1680
5,2,12,4,1979,2.5,1499500,3026,Good,2,5,3295
4,1,14,4,2001,2,1350000,4838,Good,1,4,934
5,1,9,2,2005,2,1375000,2304,Good,2,2,990
4,1,7,3,2000,2,1020000,1956,Good,1,2,3566
3,2,7,3,2004,3,779000,2300,Good,2,0,1657
3,2,6,3,1997,2,679000,1256,Average,2,1,3648
2,1,7,3,2000,2,737000,1472,Good,1,1,1258
3,2,8,3,1973,2,167500,1953,Average,2,0,2064
3,1,6,3,2005,2,595000,1320,Good,1,3,4683
3,1,6,2,1980,2,269500,1575,Average,1,2,1289
3,1,7,3,2003,2,539000,1792,Good,1,1,1040
4,1,6,3,2005,2.5,790000,1636,Good,1,2,2131
3,2,9,6,2005,2,249000,2156,Average,2,1,2303
2,2,6,2,1974,2,145500,1600,Average,2,0,1499
2,2,6,2,1974,2.5,515000,1500,Average,2,2,4765
3,1,7,3,2007,2,763500,1420,Good,1,1,1858
2,1,6,3,1974,2,120000,1320,Average,1,1,1638
4,1,6,3,2008,2,889500,1116,Good,1,0,1983
4,1,10,4,2017,2,1250000,1568,Very Good,1,0,5544
3,2,7,3,2008,2.5,183000,1544,Good,2,0,5445
4,2,8,4,1980,2,710000,1774,Good,2,2,1487
2,1,7,4,1989,2,299000,1560,Average,1,1,1145
3,1,8,3,2011,2,850000,1512,Average,2,0,1620
4,1,6,3,2012,2,215000,1544,Good,1,0,923
3,1,9,3,2013,2,454000,1264,Good,1,1,4750
3,1,7,4,2011,1,735000,1600,Good,2,0,3301
2,2,6,2,2000,2,430000,1584,Average,2,0,3578
4,2,6,3,2006,2,685000,1840,Good,2,0,1260
2,1,6,3,2008,2,780000,1731,Good,1,2,1280
1,1,4,2,2011,2,380000,576,Average,1,0,1599
4,1,6,3,2012,2,868000,2110,Good,1,3,1247
2,1,6,3,1980,1.5,675000,1692,Average,1,2,2250
2,1,5,2,2002,2,630500,1614,Average,1,1,1360
2,1,6,2,2002,3,599000,1614,Good,1,1,5732
1,1,6,3,1975,2,525000,1845,Average,1,2,2119
3,1,7,3,1965,2,210000,1824,Average,1,2,7170
3,1,6,3,2009,3,813000,1701,Good,1,2,1497
2,1,6,4,2010,2,696000,1794,Good,1,1,3588
3,2,10,3,1998,2,699000,1884,Good,2,1,1276
2,1,6,3,2000,2,730000,1716,Average,1,2,3736
4,2,10,5,2007,2,1330000,1840,Very Good,2,1,3101
2,1,5,2,1963,2,563500,1276,Good,1,1,12010
4,1,7,4,2005,2,575000,1512,Good,1,0,2169
4,2,7,4,2010,2,624000,1520,Very Good,2,1,1497
3,1,7,4,2003,2.5,569000,1200,Good,1,0,1000
5,2,8,5,2011,2.5,725000,1700,Very Good,2,0,660
2,1,6,3,2012,2,615000,1200,Very Good,1,0,2117
2,1,6,3,1970,2,650000,1488,Average,1,0,6308
1,1,6,3,1970,2,399900,1200,Average,1,0,2794
4,1,8,5,2012,3,774500,1600,Very Good,1,0,1737
3,2,7,4,2006,2,544000,1200,Average,2,0,4235
4,1,7,4,2014,2,775000,1516,Very Good,1,0,1429
4,4,12,4,2012,2,284000,2016,Good,4,0,3465
4,2,8,3,2011,2,840000,1440,Good,2,0,2920
3,1,6,3,2014,2,599900,1200,Good,1,0,1297
3,1,8,3,1975,2,69390,1240,Average,1,0,1833
4,2,7,4,2013,2,740000,1440,Very Good,2,0,1625
4,1,10,4,2016,2,684500,1240,Good,1,0,10018
2,2,4,3,1998,2,515000,1556,Average,1,0,2250
3,1,4,2,1998,2,780000,1618,Good,1,0,2205
2,1,6,2,2004,3,588000,1344,Good,1,1,3188
2,1,6,2,2002,2,675000,1638,Average,1,0,1399
1,1,5,2,2012,2,310000,1112,Average,1,0,732
3,1,5,3,2007,2,355000,1152,Good,1,0,3663
3,1,6,3,2007,2,670000,1600,Very Good,1,1,6375
3,1,6,3,2005,2,429000,1352,Good,1,0,1050
1,1,6,3,1986,2,475000,1156,Average,1,0,2510
2,1,6,3,2004,2.25,885000,1492,Good,1,0,1000
4,1,12,5,2010,2,400000,1648,Good,1,0,5300
2,1,8,3,2003,2.5,937100,1719,Good,1,0,3661
3,1,7,3,2008,2,795000,1464,Good,1,0,2220
3,2,9,3,1980,2,850000,2076,Average,2,1,4906
2,1,6,2,2000,2,515000,1020,Average,1,0,2250
2,1,6,3,1999,3,510000,1304,Average,1,0,2520
4,1,8,3,2011,2,909000,1496,Good,1,0,1438
2,1,5,2,2009,2,635000,1020,Good,1,0,1020
2,1,5,2,1976,2,438000,1020,Good,1,0,6136
2,1,5,2,2008,2,568000,1020,Good,1,0,2659
2,1,6,3,1975,2.5,52000,1020,Average,1,0,2063
1,1,6,2,1957,2,111000,1020,Average,1,0,1171
4,1,7,2,2011,1.5,250000,1116,Good,1,0,3424
4,1,5,3,2008,2,1137500,1260,Very Good,1,1,2415
4,4,12,4,2008,2,1337000,3296,Good,4,0,4000
1,1,6,3,1973,1.5,730116,1616,Average,1,1,2035
2,1,6,2,1994,2,314501,1292,Good,1,1,7250
3,1,7,3,2011,3,550000,1660,Good,2,0,1600
2,1,8,3,2001,2,682000,1721,Good,1,0,1710
2,2,9,3,2000,3,420000,1538,Average,2,0,1375
2,1,6,2,2010,2,550000,1568,Good,1,1,2940
3,1,6,3,2006,2,530000,1568,Good,1,1,1876
3,1,7,2,1994,2,359000,1016,Average,1,1,1330
2,1,5,2,2005,1.75,649000,1000,Good,1,1,932
2,2,8,2,2014,2,431000,1568,Very Good,2,0,1440
2,1,6,3,1990,2,503000,1568,Good,1,1,1040
2,1,6,3,1999,2,395000,1568,Average,1,2,3060
2,2,6,3,1978,2.5,465000,1556,Average,2,1,1584
2,1,7,2,2006,2,675000,1150,Good,1,1,1435
1,1,4,2,1966,2,450000,760,Good,1,1,5925
3,1,5,2,1976,2,159000,1283,Average,1,1,2188
1,1,5,2,2010,2,472000,944,Good,1,0,4780
2,1,5,2,2010,2,735000,1210,Average,1,1,2902
1,1,5,2,2006,2,775000,1222,Good,1,1,1163
2,1,5,2,2007,2,703000,1064,Good,1,1,5375
1,1,4,2,2009,2,485000,874,Good,1,0,4867
1,1,4,2,1982,2,435000,874,Average,1,0,2281
1,1,4,2,2009,2,382000,822,Good,1,0,3722
2,1,8,3,2009,2,411000,1002,Good,1,0,960
2,1,5,2,2004,2,582000,624,Good,1,0,3565
3,1,6,3,2005,2,360500,1543,Average,1,0,1917
4,1,7,4,2000,2.5,685000,1608,Average,1,2,1307
2,2,6,3,2007,2.5,334000,1543,Average,2,0,2000
3,2,6,3,2000,2,204000,1696,Average,2,3,3000
1,1,6,3,1999,2,157000,1590,Average,1,0,1310
4,1,7,4,2015,3,1065000,1460,Very Good,2,1,1172
3,1,9,4,2003,2,379500,1616,Good,1,0,1293
4,2,6,4,2011,2,375000,1594,Good,2,0,1517
2,1,6,3,2010,2,315000,1694,Good,1,0,1685
4,1,8,3,2007,2,953579,1600,Good,1,0,632
3,2,7,4,1979,2,860000,1360,Average,2,2,945
3,2,6,3,1960,1.5,395000,2164,Average,2,2,3250
3,1,6,3,1980,2,870000,1440,Good,1,1,8800
1,1,4,3,1991,2,205000,1344,Average,1,0,4720
2,2,4,2,1993,2,575000,904,Good,2,0,3400
2,1,4,3,1994,2,62300,1848,Average,1,0,8663
2,1,8,3,2010,2,450000,1080,Good,1,0,1190
1,1,4,3,2004,2,80000,2164,Good,1,0,5072
1,1,6,3,2004,2,365000,1504,Good,1,0,2040
3,1,8,4,2012,2,757500,1392,Good,2,0,1747
3,1,7,4,2012,2,520000,1644,Good,1,0,1590
4,1,6,3,2004,3,419000,1504,Good,1,0,1698
4,2,7,4,2005,2,559000,1520,Good,2,0,4500
3,2,8,5,2010,2,1190000,1646,Good,2,1,2723
3,2,10,4,2006,2,900000,2437,Good,2,1,7845
4,1,8,3,2006,2,1053312,2074,Good,1,2,1145
2,1,6,3,2005,2,752000,1368,Good,1,0,2415
4,2,6,4,2008,2,110000,1304,Average,2,0,2302
4,1,6,2,2000,1.5,696000,1312,Good,1,0,5460
2,1,8,3,2001,3,324000,1312,Good,1,0,2250
3,1,6,3,2000,3,207000,1220,Average,1,0,1038
4,2,6,3,2007,2,623000,1368,Good,2,0,5196
3,2,8,3,2009,2.5,112900,1198,Average,2,1,717
2,1,5,2,2008,2,739000,1448,Good,1,0,2213
3,1,5,3,2007,2,345000,1216,Good,1,0,6380
2,1,6,3,2005,2,595000,1184,Good,1,0,993
5,2,10,3,2005,2,875000,3194,Good,2,2,1350
4,1,7,4,2013,2,880000,1428,Very Good,1,2,1494
4,3,8,6,2017,2,2195000,2520,Very Good,3,0,1841
2,1,8,3,2009,2.25,825000,1540,Good,1,0,1384
5,1,8,4,2006,3,1300000,3038,Good,1,2,1530
5,1,10,5,2015,2.25,1950000,3128,Very Good,1,2,1064
5,2,11,5,2007,3,1650000,2904,Very Good,2,1,2649
5,1,10,4,2015,2,1600000,2695,Very Good,1,0,1536
4,2,7,6,2004,3,1625000,2732,Very Good,2,1,1259
5,2,13,5,2004,1.5,1588100,2968,Good,2,3,2970
3,1,5,2,2008,2,577000,1368,Average,1,1,1283
2,1,5,2,2002,2,509850,1368,Good,1,1,7126
3,1,6,2,2002,3,710000,1368,Good,1,0,2186
2,1,6,2,1982,2,555000,1368,Good,1,1,4924
2,1,6,3,1980,3,569000,1368,Average,1,1,5331
2,1,6,2,1990,3,136586,1368,Average,1,2,1150
2,1,6,3,2003,2,700000,1368,Good,1,1,1850
2,1,8,2,2009,2,685000,1584,Good,1,1,2115
2,1,6,2,1976,2,770621,1368,Average,1,1,4297
3,1,6,3,2010,2,706000,1909,Good,1,1,1575
3,1,7,3,2013,3,721000,1502,Good,1,0,12472
3,1,7,3,2006,2,915000,1740,Good,1,1,10590
2,2,6,3,2001,2.5,873750,1482,Good,2,2,2037
2,1,6,3,2001,2,522000,1448,Good,1,0,960
4,2,8,4,2014,2,930000,1448,Good,2,0,6250
1,1,5,2,1978,2.75,274500,1448,Average,1,1,5000
4,2,8,4,2008,2,1020000,1528,Good,2,1,1808
1,1,7,3,1970,2,185000,1652,Average,1,1,2060
4,1,7,3,1970,2,758000,1756,Average,1,1,745
3,1,7,3,1970,2.5,550000,1652,Good,1,1,8139
1,1,6,3,1970,2,360180,1652,Average,1,0,2796
4,1,8,3,1996,2,830300,1960,Good,1,1,1245
2,1,8,3,1989,2.5,257500,1744,Average,1,0,1820
5,1,8,4,2007,3,633000,1752,Good,1,1,900
4,1,8,3,2008,2,842000,1748,Good,1,1,6067
3,1,6,3,2000,2,795000,1440,Good,1,1,5200
3,1,9,3,1998,2,760000,1440,Good,1,1,2255
3,1,7,4,2005,1,887000,2173,Good,1,1,9095
2,1,7,3,1963,2,1500000,1920,Good,1,3,1992
4,2,8,4,2000,2,915000,2060,Good,2,1,1432
4,2,8,4,2005,1.75,1225000,3256,Good,2,3,697
3,2,10,4,2008,2,1682500,2000,Very Good,2,0,1700
4,2,8,5,2000,2,775000,1981,Good,2,2,993
4,2,11,6,1971,2,1100000,2330,Average,2,1,2094
3,2,9,3,2001,2,1525000,2703,Good,2,2,5328
2,1,5,2,2012,2,600000,1048,Good,1,0,5907
3,1,7,3,2014,2,657000,2400,Very Good,1,0,5700
4,2,11,4,2012,2,815000,2855,Good,2,0,1520
1,1,7,3,1969,2,257500,1220,Average,1,1,6243
4,1,9,4,1998,2,1320000,2750,Good,1,2,1639
4,2,9,5,2008,2,1185000,2084,Good,2,1,1154
2,1,6,3,2003,2,760000,1336,Good,1,1,2920
2,1,7,3,2005,2,819000,1320,Good,1,0,2108
3,1,5,3,1962,2.5,625000,1050,Good,1,2,3991
4,2,7,3,2013,2,466000,1933,Very Good,2,1,1820
4,2,10,5,2000,2.25,975000,2432,Good,2,1,1683
3,2,8,3,1974,2,849000,1876,Good,2,1,6750
2,1,8,3,1999,2,322500,2376,Good,1,1,2084
3,2,9,5,2010,2,1300000,1715,Good,2,1,1899
4,2,9,4,2010,2,1300000,1964,Good,2,1,4017
3,1,6,3,1998,3,780000,1856,Good,1,1,1136
2,1,4,2,2013,2,785000,1032,Good,1,1,2975
3,1,6,2,2010,3,154500,1032,Good,1,0,1190
2,1,6,2,2007,2,652000,960,Good,1,1,1158
2,1,5,2,2012,1.75,880000,1410,Good,1,1,2066
4,1,5,3,2005,2,1200000,2070,Good,1,3,1005
1,2,4,1,2008,1,245000,1026,Good,2,1,858
3,2,8,4,1962,3,247000,1108,Average,2,2,1800
3,2,6,3,2001,2.5,950000,1108,Very Good,2,2,1463
3,2,7,3,2010,2,635000,1100,Good,2,1,1060
2,2,6,3,2012,3,599000,1196,Good,2,3,5188
3,1,8,4,2009,2,330000,1928,Good,1,1,1600
4,2,9,4,2008,2.5,169340,2050,Good,1,1,4422
4,1,7,2,1979,2,879178,1801,Good,1,2,1760
6,2,9,5,2003,2,852000,1656,Good,2,1,867
5,1,9,4,2007,3,1070000,1908,Good,1,0,1463
3,2,7,2,1985,2,940000,1656,Average,2,2,5574
3,1,5,3,2013,2.25,296500,1562,Good,1,1,1561
2,1,6,2,2005,2,419000,1562,Average,1,1,6240
3,2,7,3,1976,1.25,220000,1314,Average,2,2,1276
3,1,9,3,2013,2.75,550000,2134,Average,1,0,805
2,1,8,3,2006,2.5,1000000,2016,Good,1,3,1287
3,1,6,3,1998,2.5,185000,1352,Average,1,1,7221
3,1,6,2,2008,2,870000,1774,Good,1,1,1620
1,1,5,2,1960,2,456000,806,Average,1,1,1565
2,1,5,2,2006,2,621000,1014,Average,1,1,1910
4,2,9,4,2010,2,959000,1662,Good,2,1,986
2,2,6,4,2014,2,174000,1404,Average,2,1,4144
3,1,6,3,1995,2,845000,1872,Good,1,2,975
1,1,5,2,1970,2,487500,1226,Average,1,1,1190
4,2,9,4,2003,2,970000,1846,Good,2,2,1916
4,2,9,4,2014,2,1465000,2084,Very Good,2,0,1964
3,1,6,2,2000,2,850000,1892,Good,2,2,2137
4,1,7,4,2011,2,729555,1444,Very Good,1,0,2768
2,1,7,3,1970,2,295000,1444,Average,1,1,1967
2,1,7,3,2006,3,100000,1444,Average,1,1,5655
2,1,7,3,1980,2,201000,1444,Average,1,1,4000
4,1,8,4,2015,2,1100000,1564,Very Good,1,0,2097
2,2,7,4,2009,3,610000,1428,Good,2,1,1174
3,2,7,4,2002,2,712000,1428,Good,2,1,1533
4,2,9,4,2005,2,1080000,1892,Good,2,5,1749
2,1,6,3,1995,2,770000,1178,Good,1,2,1349
2,1,9,3,2008,2,585000,1560,Good,1,2,1612
3,2,8,4,2010,2,990000,1336,Good,2,2,5719
2,2,6,3,2007,1.25,730000,1404,Average,2,2,1004
2,1,6,3,2004,3,720000,1766,Good,1,0,1703
4,2,9,5,2001,2,665000,2886,Good,2,0,6240
4,2,7,3,1973,2,775000,1710,Average,2,2,216
3,1,9,3,1994,2,830000,1690,Good,1,2,1483
3,1,6,3,2017,2,1275000,1278,Very Good,2,0,2427
2,2,6,3,1992,2,548200,1944,Good,2,0,2700
3,1,6,2,2007,2,869000,1464,Good,1,1,1718
2,1,7,3,1984,3,660000,1343,Good,1,1,1480
2,2,6,3,1978,2,689000,1050,Good,2,1,2521
4,1,8,3,1999,2,795000,1752,Good,1,0,3680
2,1,3,1,2000,2,515000,982,Good,1,0,1464
2,1,5,2,2006,2,675000,936,Good,1,1,3423
4,2,9,4,2015,2.5,475000,2149,Very Good,2,1,2294
4,1,10,4,2012,2,1800000,2810,Very Good,1,4,1188
3,1,6,2,1985,2,740000,1980,Good,1,2,1979
3,1,6,3,2013,2,839500,2363,Good,1,2,2219
3,2,10,4,1992,2,801700,3488,Good,2,1,1850
3,2,10,4,1992,2,585000,3454,Good,2,1,12253
3,2,10,4,1992,2,495000,3320,Good,2,1,1386
3,2,11,4,2013,2,245000,3552,Good,2,0,7358
4,2,13,4,2002,1.75,1495000,2582,Good,2,5,731
4,2,10,4,2017,2,2335000,3136,Very Good,2,3,8329
4,1,10,4,2010,2,765000,1776,Good,1,2,1914
4,1,10,4,2016,2,1340000,2040,Very Good,2,0,3585
3,2,8,4,2002,2,1075000,2428,Average,2,5,4273
3,1,7,3,2005,2,852500,1432,Good,2,1,1700
2,2,9,4,2005,2,815000,1392,Good,2,0,1847
3,1,8,2,2011,2,2000000,1940,Very Good,1,1,5176
3,1,7,3,2000,2.5,879000,1952,Good,1,1,2000
5,1,8,3,2004,3,1035000,2736,Good,1,3,554
5,2,9,4,2011,2.5,1075000,2312,Good,2,1,5826
3,1,6,2,1995,2,619000,1472,Good,1,0,6300
1,1,7,3,1994,2,613700,1200,Average,1,0,1733
3,1,7,4,2011,2,530000,1510,Average,2,0,5500
3,3,14,5,1988,2,230000,1560,Average,1,0,7665
1,1,6,3,1992,2.5,30000,1200,Average,1,0,9632
3,1,8,2,2004,3,430000,1560,Average,1,0,6000
2,1,6,3,1991,2,73000,1200,Average,1,0,2375
4,2,8,5,2011,2,654000,1600,Very Good,2,0,2007
1,1,6,3,1982,2,675000,1506,Average,1,0,1615
2,1,6,3,2006,2,807000,1328,Very Good,1,0,1255
4,1,7,4,2016,2,1065000,1008,Very Good,1,0,5464
3,2,12,4,1998,2,1080100,2789,Good,2,0,2061
1,1,5,2,1982,3,690000,1236,Good,1,1,11502
3,2,7,3,2003,2,1065000,1440,Good,2,0,2852
3,2,4,2,1975,2,485000,1040,Good,2,2,3310
3,2,6,2,1985,2,170000,1115,Good,2,2,1425
3,1,7,2,2012,2,711000,1569,Good,1,2,3826
2,1,6,3,2001,2,300000,2368,Good,1,0,2145
3,1,6,3,2004,3,708300,1408,Good,1,1,6000
2,1,6,4,2012,2,794900,1634,Good,1,1,5626
1,1,7,3,2000,2,275000,1628,Good,1,0,1620
2,1,4,2,2008,3,522000,768,Good,1,0,728
1,1,4,2,2006,2,381500,768,Good,1,0,1576
1,1,4,2,2002,2.25,390000,768,Good,1,0,2412
1,1,4,2,2010,2,290000,768,Good,1,0,2186
4,1,5,3,2017,3,865000,2160,Good,1,0,3430
2,1,7,3,2004,2.5,400000,2000,Good,1,0,2057
3,1,6,4,2007,2,415000,2288,Average,1,0,4410
3,1,7,3,2007,2,670000,1760,Good,1,1,688
3,1,10,3,2003,2,728000,1760,Good,1,2,1375
5,1,9,3,2012,2,1195000,1912,Very Good,1,0,1375
3,2,9,4,1973,2,668000,1502,Good,1,1,833
3,2,8,3,2014,1.75,166000,1242,Good,2,0,1044
2,1,6,3,2011,2,870000,1328,Very Good,1,2,1320
2,1,6,3,1975,2,219000,1328,Average,1,1,3001
3,1,7,4,1973,2,325000,1906,Average,1,2,4000
2,1,6,2,2000,3,680000,1340,Good,1,1,2423
3,1,8,2,2009,2,785000,1374,Good,1,1,2458
1,1,5,2,2011,2.5,678000,936,Very Good,1,1,1344
2,1,6,2,2014,2,651000,981,Good,1,1,5375
2,1,5,2,2010,2,327000,1026,Good,1,0,6250
4,2,8,4,2007,2,907000,1540,Good,2,1,1000
4,2,5,4,2013,3,980500,1604,Good,2,0,1667
2,1,4,2,1982,2,290511,1120,Average,1,1,5591
2,1,3,0,2012,2,795000,2880,Good,1,0,5875
3,1,6,2,2006,2.5,615000,1296,Good,1,1,2114
4,2,8,4,2010,2,375000,1896,Good,2,0,1700
3,1,6,3,2011,2,245000,1588,Good,1,2,600
4,1,8,4,2010,2,720000,1678,Good,1,2,2979
1,1,6,3,2007,2,94000,1604,Average,1,1,9231
4,2,8,5,2003,2,1120000,2286,Good,2,1,1820
4,2,8,4,2008,2,603000,1908,Good,2,1,744
3,2,10,5,2008,2.5,282400,1844,Average,2,3,2681
4,2,10,4,2003,2,1305000,1792,Good,2,2,1280
2,2,10,5,1946,1,220000,1674,Average,2,1,5250
3,1,7,4,2006,2,1000000,1728,Good,1,0,990
2,1,5,3,2011,2,1006600,1965,Good,1,1,1786
3,1,6,3,2009,2,875000,1928,Good,1,2,1105
3,1,7,3,2003,2,865000,2208,Good,1,1,4398
3,2,0,0,1991,2,100000,1488,Average,1,0,3563
3,2,8,3,2004,2.5,755950,1614,Good,2,1,2380
4,1,7,4,2015,1.75,995000,1576,Very Good,2,0,2017
3,1,8,3,1982,3,1075000,1584,Average,2,0,1106
4,1,7,4,2013,2,992500,1534,Very Good,1,0,1120
3,1,7,4,2015,2,570000,1456,Good,1,0,7500
4,1,8,5,2015,2,872500,1420,Very Good,1,0,1654
2,1,8,3,2007,2,367500,1448,Good,1,0,2294
4,1,7,4,2009,2.5,599999,1492,Average,1,0,1460
4,2,6,4,2007,2,665000,888,Good,2,1,1200
2,2,7,4,2009,2.5,140000,896,Good,2,0,1732
4,2,6,3,2009,2,559000,1808,Good,2,0,1474
3,1,6,3,2012,2,618000,1440,Very Good,1,0,1571
2,1,5,2,2003,2,449000,960,Average,1,0,6225
2,1,4,2,2010,2,399000,1096,Good,1,1,1080
1,1,5,2,2004,2,399999,1096,Good,1,1,721
3,1,5,2,2008,2,528000,1544,Good,1,0,852
2,1,5,2,2013,2.5,409900,1078,Very Good,1,1,1685
5,1,7,4,2004,2,895000,2540,Good,2,0,5300
4,1,7,4,2012,2,410000,2040,Very Good,1,0,10492
3,1,7,4,2004,2,760000,1968,Good,1,0,1593
3,1,8,3,2018,2,1039900,1984,Good,1,0,7500
3,2,7,4,2008,2,360000,1472,Average,2,0,1300
4,2,10,4,2009,2.5,618000,1476,Good,2,0,2181
3,1,6,3,2014,2,733900,1404,Very Good,1,0,1171
4,1,6,3,2011,2,880000,1368,Very Good,1,0,1458
2,1,6,3,2015,3,320000,1216,Average,1,0,4747
4,1,7,4,2010,1.5,490000,1360,Good,1,0,1870
4,1,7,4,2011,2,515000,1360,Good,1,0,1884
5,1,10,5,2015,2,815000,2544,Good,1,1,1597
2,1,5,2,2008,2,625000,1216,Good,1,1,1383
2,1,6,3,2008,2,549900,1208,Average,1,0,1263
2,1,6,3,2007,2.5,530000,1468,Good,1,0,1350
3,1,8,4,2015,2,1090000,1304,Very Good,1,0,5144
